('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.6577990136697419, 'scale': 0.02468588132911425, 'elite_rate': 0.3121946320923225, 'mutation_rate': 0.7816660364111881, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.5235590697252666, 'scale': 0.9743604136927305, 'elite_rate': 0.700010663734251, 'mutation_rate': 0.7075937431584113, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.3390875525310494, 'scale': 0.10027082092299902, 'elite_rate': 0.09032647902033865, 'mutation_rate': 0.5178873127282212, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.48953463572289335, 'scale': 0.5432681774943104, 'elite_rate': 0.6835974842052585, 'mutation_rate': 0.4217811566902707, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'blend', 'mating_pool_factor': 0.8671995634468344, 'scale': 0.010307849449682263, 'elite_rate': 0.6788404293667195, 'mutation_rate': 0.3180711994518691, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'uniform', 'mating_pool_factor': 0.7564840757455537, 'scale': 0.21418921224806797, 'elite_rate': 0.3888146988777963, 'mutation_rate': 0.859078456297508, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.3124985187685293, 'scale': 0.09893699148583678, 'elite_rate': 0.37426239740387257, 'mutation_rate': 0.1042095060710968, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.7483185112151677, 'scale': 0.5089032187807587, 'elite_rate': 0.5068726428430129, 'mutation_rate': 0.2494603325643643, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'uniform', 'mating_pool_factor': 0.6331506276959444, 'scale': 0.901207216257893, 'elite_rate': 0.5695071663617378, 'mutation_rate': 0.29102575005447207, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'two', 'mating_pool_factor': 0.2221931117757744, 'scale': 0.6185823809102514, 'elite_rate': 0.25475874647909114, 'mutation_rate': 0.7473776967610292, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.6094496072937237, 'scale': 0.8558207949117594, 'elite_rate': 0.3484542535160794, 'mutation_rate': 0.5885780886227274, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.18348970715316934, 'scale': 0.5822171830899413, 'elite_rate': 0.00611553399517233, 'mutation_rate': 0.8546655854568651, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.6277709227886054, 'scale': 0.6394065715604788, 'elite_rate': 0.8250035700335232, 'mutation_rate': 0.8383087385103911, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.2173047091872492, 'scale': 0.7228253412008585, 'elite_rate': 0.3954212548382866, 'mutation_rate': 0.6067331713405688, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.30786186140900784, 'scale': 0.22191804484705055, 'elite_rate': 0.5282816318366812, 'mutation_rate': 0.7199484921196697, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.19442399590154086, 'scale': 0.1284508518082437, 'elite_rate': 0.6880795416713289, 'mutation_rate': 0.17835674803923757, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'single', 'mating_pool_factor': 0.41651313065000517, 'scale': 0.30297613327012385, 'elite_rate': 0.3416231689198433, 'mutation_rate': 0.7535625443751185, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'single', 'mating_pool_factor': 0.8375712789856108, 'scale': 0.8540848419014825, 'elite_rate': 0.028628476701626028, 'mutation_rate': 0.5207077389109188, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.7653166916941084, 'scale': 0.7303405069500983, 'elite_rate': 0.7474674882415119, 'mutation_rate': 0.315333830860197, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.8937910049876641, 'scale': 0.6416610434084067, 'elite_rate': 0.8683275761060291, 'mutation_rate': 0.7860001260934962, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.5749859824098442, 'scale': 0.6737402903438797, 'elite_rate': 0.43134700331754644, 'mutation_rate': 0.27379981448263846, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.7682159213434607, 'scale': 0.6773661890495285, 'elite_rate': 0.4357843977317924, 'mutation_rate': 0.7394426918066288, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.7017707216099494, 'scale': 0.46616198597326675, 'elite_rate': 0.4539306315689886, 'mutation_rate': 0.8282824926837992, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.8152772581075483, 'scale': 0.31803169501051665, 'elite_rate': 0.8740144483197859, 'mutation_rate': 0.8194112383009201, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.8273509772974076, 'scale': 0.6646789116118321, 'elite_rate': 0.43986541488812586, 'mutation_rate': 0.2250835940423289, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.4109848104617154, 'scale': 0.44490866163471676, 'elite_rate': 0.41460881061075583, 'mutation_rate': 0.19164520227308562, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.7944010043569042, 'scale': 0.1969634994101154, 'elite_rate': 0.6672490382394759, 'mutation_rate': 0.3047103255414399, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'two', 'mating_pool_factor': 0.4566490618309985, 'scale': 0.30583927474061995, 'elite_rate': 0.6695040831184972, 'mutation_rate': 0.1436768873794716, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.35175544436436923, 'scale': 0.9218107429045549, 'elite_rate': 0.008436575771610414, 'mutation_rate': 0.3251337453858154, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.10819973359529944, 'scale': 0.09996709712663505, 'elite_rate': 0.21985690365857988, 'mutation_rate': 0.6050141161653214, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.6426436744309842, 'scale': 0.9025880804578377, 'elite_rate': 0.08082092169292261, 'mutation_rate': 0.239231432929722, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.16406990027823043, 'scale': 0.15920484168072296, 'elite_rate': 0.3336373996633751, 'mutation_rate': 0.18506855835437033, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.3268929033311888, 'scale': 0.8177464124205235, 'elite_rate': 0.12062250179093256, 'mutation_rate': 0.42333506830461787, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'single', 'mating_pool_factor': 0.3101334513152477, 'scale': 0.8754338308654286, 'elite_rate': 0.237639927453461, 'mutation_rate': 0.16536417241285417, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.5078786092806602, 'scale': 0.5477035036152695, 'elite_rate': 0.18011194301331362, 'mutation_rate': 0.5950792948073018, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.18827237796377141, 'scale': 0.6162378459796832, 'elite_rate': 0.7158924589274256, 'mutation_rate': 0.18753359924354868, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'single', 'mating_pool_factor': 0.3662595328592534, 'scale': 0.848299544570681, 'elite_rate': 0.4011130602062681, 'mutation_rate': 0.16255339106427197, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'single', 'mating_pool_factor': 0.3941779560913501, 'scale': 0.08270387140260732, 'elite_rate': 0.6167540796402985, 'mutation_rate': 0.4332082123450657, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.8920769802654532, 'scale': 0.9496798161673661, 'elite_rate': 0.35643736410969745, 'mutation_rate': 0.2882526963006852, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.8719899822889348, 'scale': 0.8613530050084272, 'elite_rate': 0.27733764301516456, 'mutation_rate': 0.1793529079968355, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.8688141804689282, 'scale': 0.9838853346256354, 'elite_rate': 0.05171804416218073, 'mutation_rate': 0.6040987931511297, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'single', 'mating_pool_factor': 0.374324048941442, 'scale': 0.1582328133954981, 'elite_rate': 0.19088951677313692, 'mutation_rate': 0.5864658220999069, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.4641034784296254, 'scale': 0.6454103628292516, 'elite_rate': 0.6807659191383667, 'mutation_rate': 0.54015276549553, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.28135103713943044, 'scale': 0.2714271984509359, 'elite_rate': 0.07071463931597335, 'mutation_rate': 0.11202160047112261, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'single', 'mating_pool_factor': 0.5043248372701244, 'scale': 0.1478782581728173, 'elite_rate': 0.1693986818961158, 'mutation_rate': 0.5037198932538497, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.8766606409179742, 'scale': 0.4818200971014312, 'elite_rate': 0.1744712994356892, 'mutation_rate': 0.6677072788434741, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'single', 'mating_pool_factor': 0.5994092745692402, 'scale': 0.3320537686805175, 'elite_rate': 0.28649412281148845, 'mutation_rate': 0.45133050197746094, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.23416914613507575, 'scale': 0.8871460081131515, 'elite_rate': 0.30327822933320947, 'mutation_rate': 0.3357423883036913, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.5973132398262845, 'scale': 0.6723450123613745, 'elite_rate': 0.05360828398064986, 'mutation_rate': 0.7448656389725312, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'single', 'mating_pool_factor': 0.3450341641794197, 'scale': 0.6103214392791123, 'elite_rate': 0.03041294108925991, 'mutation_rate': 0.15372098683246638, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.5008934412563552, 'scale': 0.5090186204405007, 'elite_rate': 0.6001218499343469, 'mutation_rate': 0.6904434944673011, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.25040551213874884, 'scale': 0.5521237050680028, 'elite_rate': 0.6848065322327083, 'mutation_rate': 0.8479802366357535, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.8757145536010029, 'scale': 0.9494862794147919, 'elite_rate': 0.5313089102445919, 'mutation_rate': 0.5924903670999089, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'single', 'mating_pool_factor': 0.5070040309982704, 'scale': 0.3100301042090677, 'elite_rate': 0.37252647308326725, 'mutation_rate': 0.6962355650788903, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'blend', 'mating_pool_factor': 0.22850189533285592, 'scale': 0.204605520206478, 'elite_rate': 0.007625546424015655, 'mutation_rate': 0.7225418336018672, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.2055803781383451, 'scale': 0.02273305772308848, 'elite_rate': 0.5367949106953067, 'mutation_rate': 0.2940624413370949, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.15631961161461044, 'scale': 0.16519661410216802, 'elite_rate': 0.4757250508263632, 'mutation_rate': 0.19085096971674784, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.7643003424864023, 'scale': 0.47418627910330885, 'elite_rate': 0.21484016978644324, 'mutation_rate': 0.591324587458411, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.44678672456995117, 'scale': 0.32300341376758485, 'elite_rate': 0.12203001670681639, 'mutation_rate': 0.8145627479763121, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.8636223789677456, 'scale': 0.65569539005133, 'elite_rate': 0.5957453021838707, 'mutation_rate': 0.7089289910850762, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.17879895371527468, 'scale': 0.3273080103121704, 'elite_rate': 0.8275686641575016, 'mutation_rate': 0.25769732650442423, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.8575715894104382, 'scale': 0.44904512896939824, 'elite_rate': 0.17245782827766398, 'mutation_rate': 0.2929604711106377, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.24823190756487892, 'scale': 0.8433938198261621, 'elite_rate': 0.21394410623530116, 'mutation_rate': 0.19302862921434027, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'two', 'mating_pool_factor': 0.28860251704446294, 'scale': 0.125925951881281, 'elite_rate': 0.22877646644325184, 'mutation_rate': 0.23627859759463476, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.6808364735280401, 'scale': 0.09310772229660891, 'elite_rate': 0.591562062142552, 'mutation_rate': 0.5051496046726383, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.7406111174337914, 'scale': 0.28531417573770373, 'elite_rate': 0.5456545930236117, 'mutation_rate': 0.37623293839332617, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.1960044993084153, 'scale': 0.905125762822294, 'elite_rate': 0.318507544831944, 'mutation_rate': 0.8663918938638376, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'single', 'mating_pool_factor': 0.661086840071105, 'scale': 0.8308739148977566, 'elite_rate': 0.012095184986859728, 'mutation_rate': 0.41031900982467606, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.5228216687946169, 'scale': 0.762320034616246, 'elite_rate': 0.30339243275834493, 'mutation_rate': 0.516355875768751, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.7893996613544662, 'scale': 0.4261873803731163, 'elite_rate': 0.5151563294702441, 'mutation_rate': 0.46798789634205606, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.14081905624474292, 'scale': 0.7660497279839549, 'elite_rate': 0.20501701746823356, 'mutation_rate': 0.5227374189129181, 'distribution': 'gaussian'}, 'all')
